,russian_title,itm_title,ganers,rating,year,status,Драма,Сверхъестественное,Реинкарнация,Сейнен,Шоу-бизнес,Игры,Повседневность,Уход за детьми,Ияшикей,Гарем,Комедия,Романтика,Школа,Сёнен,Экшен,Военное,Меха,Фантастика,Исторический,Организованная преступность,Антропоморфизм,Работа,Музыка,Сёдзе,Фэнтези,Приключения,Ужасы,Кровь,Спорт,Командный спорт,Психологическое,Триллер,Сёдзе Ай,Боевые искусства,Гэг юмор,CGDCT,Правонарушители,Детектив,Исекай,Вампиры,Культура отаку,Исполнительское искусство,Изобразительное искусство,Демоны,Махо-сёдзё,Медицина,Взрослые сейю,Путешествие во времени,Супер сила,Космос,Удостоено наград,Машины,Пародия,Питомцы,Дзёсей,Любовный многоугольник,Этти,Самураи,Сёнен Ай,Полиция,Игра с высокими ставками,Безумие,Детское,Выживание,Гурман,Обратный гарем,Романтический подтекст,Кроссдрессинг,Идолы (парни),Идолы (девушки),Смена пола
482,Невероятное приключение ДжоДжо: Золотой ветер,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze / JJBA 2018,"['Экшен', 'Приключения', 'Сёнен', 'Организованная преступность', 'Сверхъестественное']",8.6,2018,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
483,Невероятное приключение ДжоДжо: Каменный океан,JoJo no Kimyou na Bouken Part 6: Stone Ocean,"['Экшен', 'Приключения', 'Сёнен', 'Сверхъестественное']",8.2,2021,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
484,Невероятное приключение ДжоДжо: Каменный океан. Часть 2,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,"['Экшен', 'Приключения', 'Сёнен', 'Сверхъестественное']",8.1,2022,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
485,Невероятное приключение ДжоДжо: Каменный океан. Часть 3,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,"['Экшен', 'Приключения', 'Сверхъестественное', 'Сёнен']",8.6,2022,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
486,Невероятное приключение ДжоДжо: Призрачная кровь,JoJo no Kimyou na Bouken: Phantom Blood / jojo movie,"['Экшен', 'Приключения', 'Ужасы', 'Сёнен', 'Вампиры']",7.7,2007,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
487,Ёрмунганд,Jormungand,"['Экшен', 'Приключения', 'Сейнен', 'Организованная преступность']",7.8,2012,Finised,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
488,Ёрмунганд 2: Идеальный порядок,Jormungand: Perfect Order / jormungand2,"['Экшен', 'Приключения', 'Сейнен', 'Организованная преступность']",7.9,2012,Finised,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
489,"Жозе, тигр и рыба",Josee to Tora to Sakana-tachi,"['Драма', 'Романтика', 'Изобразительное искусство']",8.4,2020,Finised,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
490,Бездельные дни старшеклассницы,Joshikousei no Mudazukai,"['Комедия', 'Школа', 'Гэг юмор', 'CGDCT']",7.7,2019,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
491,Магическая битва,Jujutsu Kaisen,"['Экшен', 'Сёнен', 'Школа', 'Фэнтези', 'Удостоено наград']",8.6,2020,Finised,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
492,Магическая битва 0. Фильм,Jujutsu Kaisen 0 Movie,"['Экшен', 'Сёнен', 'Фэнтези', 'Школа']",8.5,2021,Finised,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
493,Магическая битва 2 сезон,Jujutsu Kaisen 2nd Season,"['Фэнтези', 'Экшен', 'Школа', 'Сёнен']",8.7,2023,In process,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
494,"В джунглях всё было хорошо, пока не пришла Гуу",Jungle wa Itsumo Hare nochi Guu / Guu,"['Комедия', 'Школа', 'Повседневность', 'Сёнен', 'Гэг юмор']",7.8,2001,Finised,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495,"В джунглях всё было хорошо, пока не пришла Гуу: Делюкс",Jungle wa Itsumo Hare nochi Guu Deluxe / Guu Deluxe,"['Комедия', 'Повседневность', 'Гэг юмор', 'Сёнен']",7.8,2002,Finised,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,Чистая романтика 2 сезон,Junjou Romantica 2,"['Комедия', 'Драма', 'Романтика', 'Сёнен Ай']",7.7,2008,Finised,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
497,Чистая романтика OVA,Junjou Romantica OVA,"['Комедия', 'Драма', 'Романтика', 'Сёнен Ай']",7.7,2012,Finised,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
498,Двенадцать королевств,Juuni Kokuki,"['Экшен', 'Приключения', 'Фэнтези', 'Исекай']",8.0,2002,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,Кэйон!,K-On!,"['Комедия', 'Музыка', 'Школа', 'CGDCT']",7.9,2009,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
500,Кэйон в кино!,K-On! Movie,"['Музыка', 'Комедия', 'CGDCT', 'Удостоено наград']",8.4,2011,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,Кэйон!!,K-On!!,"['Комедия', 'Музыка', 'Школа', 'Удостоено наград', 'CGDCT']",8.2,2010,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502,Кэйон!! План!,K-On!!: Keikaku!,"['Комедия', 'Музыка', 'Школа', 'Повседневность', 'CGDCT']",7.9,2011,Finised,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503,Кэйон! Лайв Хаус,K-On!: Live House!,"['Комедия', 'Музыка', 'Школа', 'CGDCT']",7.8,2010,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504,Восхождение в тени!,Kage no Jitsuryokusha ni Naritakute!,"['Экшен', 'Комедия', 'Фэнтези', 'Исекай', 'Реинкарнация']",8.3,2022,Finised,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
505,Восхождение в тени! 2 сезон,Kage no Jitsuryokusha ni Naritakute! 2nd season,"['Экшен', 'Комедия', 'Фэнтези', 'Исекай', 'Реинкарнация']",8.4,2023,In process,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506,Девушка из оперы!,Kageki Shoujo!!,"['Сёдзе', 'Драма', 'Школа', 'Исполнительское искусство']",7.8,2021,Finised,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,Сказание о принцессе Кагуя,Kaguya-hime no Monogatari,"['Фэнтези', 'Исторический', 'Удостоено наград']",8.2,2013,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508,Госпожа Кагуя: в любви как на войне,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"['Комедия', 'Психологическое', 'Школа', 'Сейнен', 'Романтический подтекст']",8.4,2019,Finised,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
509,Госпожа Кагуя: в любви как на войне 3 сезон,Kaguya-sama wa Kokurasetai: Ultra Romantic,"['Комедия', 'Школа', 'Сейнен', 'Романтика']",9.1,2022,Finised,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
510,Госпожа Кагуя: в любви как на войне 3 сезон,Kaguya-sama wa Kokurasetai: Ultra Romantic,"['Комедия', 'Школа', 'Сейнен', 'Романтика']",9.1,2022,Finised,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511,Госпожа Кагуя: в любви как на войне 3 — Ю Исигами хочет поговорить,Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,"['Комедия', 'Школа']",8.2,2021,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
512,Госпожа Кагуя: в любви как на войне 2 сезон,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,"['Комедия', 'Психологическое', 'Школа', 'Сейнен', 'Романтический подтекст']",8.6,2020,Finised,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
513,Кайба,Kaiba,"['Приключения', 'Детектив', 'Романтика', 'Фантастика', 'Удостоено наград']",8.1,2008,Finised,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
514,Президент студсовета — горничная!,Kaichou wa Maid-sama! / KaichouMaid,"['Комедия', 'Романтика', 'Школа', 'Сёдзе']",8.0,2010,Finised,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515,Скрытые вещи,Kakushigoto,"['Комедия', 'Сёнен', 'Уход за детьми', 'Гэг юмор', 'Культура отаку']",8.0,2020,Finised,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
516,Огни Пёстрой арены: История Лейлы Хамильтон,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari / ks ova2,"['Комедия', 'Драма', 'Сёдзе']",7.8,2005,Finised,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
517,Огни Пёстрой арены,Kaleidostar,"['Комедия', 'Драма', 'Фэнтези', 'Исполнительское искусство']",7.9,2003,Finised,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,Одному лишь Богу ведомый мир II,Kami nomi zo Shiru Sekai II / kaminomi 2,"['Комедия', 'Гарем', 'Романтика', 'Сёнен', 'Сверхъестественное', 'Культура отаку']",7.9,2011,Finised,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,Одному лишь Богу ведомый мир III: Богини,Kami nomi zo Shiru Sekai: Megami-hen / twgok 3,"['Комедия', 'Романтика', 'Сёнен', 'Гарем', 'Сверхъестественное', 'Культура отаку']",8.0,2013,Finised,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
520,"Очень приятно, Бог",Kamisama Hajimemashita / Kamihaji,"['Комедия', 'Демоны', 'Романтика', 'Фэнтези', 'Сёдзе']",8.1,2012,Finised,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521,"Очень приятно, Бог OVA",Kamisama Hajimemashita OVA,"['Комедия', 'Демоны', 'Фэнтези', 'Сёдзе', 'Романтика']",8.0,2013,Finised,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
522,"Очень приятно, Бог 2 OVA",Kamisama Hajimemashita: Kako-hen,"['Комедия', 'Демоны', 'Фэнтези', 'Сёдзе', 'Романтика', 'Путешествие во времени']",8.4,2015,Finised,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,"Очень приятно, Бог: Будьте счастливы","Kamisama Hajimemashita: Kamisama, Shiawase ni Naru","['Комедия', 'Демоны', 'Романтика', 'Фэнтези', 'Сёдзе']",8.2,2016,Finised,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524,"Очень приятно, Бог 2 сезон",Kamisama Hajimemashita◎,"['Комедия', 'Демоны', 'Фэнтези', 'Романтика', 'Сёдзе']",8.2,2015,Finised,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,"Астра, затерянная в космосе",Kanata no Astra,"['Фантастика', 'Космос', 'Сёнен', 'Приключения', 'Детектив', 'Выживание', 'Удостоено наград']",8.1,2019,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
526,Канон (2006),Kanon (2006),"['Драма', 'Романтика', 'Сверхъестественное']",8.0,2006,Finised,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,Принцесса Тютю,Kapital des Kiikens,"['Комедия', 'Романтика', 'Фэнтези', 'Драма', 'Детектив', 'Махо-сёдзё', 'Исполнительское искусство']",8.1,2002,Finised,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,Граница пустоты 2: Теория убийства  — Часть 1,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen) / knk,"['Экшен', 'Детектив', 'Романтика', 'Сверхъестественное', 'Триллер']",7.8,2007,Finised,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,Граница пустоты 3: Оставшееся чувство боли,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu / KnK1,"['Экшен', 'Детектив', 'Драма', 'Сверхъестественное', 'Триллер']",8.0,2008,Finised,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
530,Граница пустоты 4: Храм пустоты,Kara no Kyoukai Movie 4: Garan no Dou / rakkyo,"['Экшен', 'Детектив', 'Сверхъестественное', 'Триллер']",7.8,2008,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531,Граница пустоты 5: Спираль парадокса,Kara no Kyoukai Movie 5: Mujun Rasen / knk,"['Экшен', 'Детектив', 'Драма', 'Романтика', 'Сверхъестественное', 'Триллер']",8.5,2008,Finised,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
532,Граница пустоты 7: Теория убийства — Часть 2,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go) / rakkyo,"['Экшен', 'Детектив', 'Романтика', 'Сверхъестественное', 'Триллер']",8.4,2009,Finised,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,Граница пустоты: Благословение будущего,Kara no Kyoukai Movie: Mirai Fukuin / KnK: MF,"['Детектив', 'Драма', 'Сверхъестественное']",8.0,2013,Finised,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,Озорная Такаги,Karakai Jouzu no Takagi-san,"['Комедия', 'Школа', 'Сёнен', 'Ияшикей', 'Романтический подтекст']",7.7,2018,Finised,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
535,Озорная Такаги 2 сезон,Karakai Jouzu no Takagi-san 2,"['Комедия', 'Школа', 'Сёнен', 'Ияшикей', 'Романтический подтекст']",8.1,2019,Finised,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
536,Озорная Такаги 3 сезон,Karakai Jouzu no Takagi-san 3,"['Комедия', 'Школа', 'Сёнен', 'Ияшикей', 'Романтический подтекст']",8.4,2022,Finised,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
537,Озорная Такаги. Фильм,Karakai Jouzu no Takagi-san Movie,"['Школа', 'Сёнен', 'Ияшикей', 'Романтический подтекст']",8.5,2022,Finised,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
538,Ариэтти из страны лилипутов,Karigurashi no Arrietty / Arrietty,"['Фэнтези', 'Удостоено наград']",7.9,2010,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,Истории мечей,Katanagatari,"['Экшен', 'Приключения', 'Исторический', 'Боевые искусства', 'Романтика']",8.3,2010,Finised,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540,Репетитор-киллер Реборн!,Katekyo Hitman Reborn! / Reborn,"['Экшен', 'Комедия', 'Сёнен', 'Супер сила', 'Организованная преступность']",8.1,2006,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
