,russian_title,itm_title,ganers,rating,year,status,Драма,Сверхъестественное,Реинкарнация,Сейнен,Шоу-бизнес,Игры,Повседневность,Уход за детьми,Ияшикей,Гарем,Комедия,Романтика,Школа,Сёнен,Экшен,Военное,Меха,Фантастика,Исторический,Организованная преступность,Антропоморфизм,Работа,Музыка,Сёдзе,Фэнтези,Приключения,Ужасы,Кровь,Спорт,Командный спорт,Психологическое,Триллер,Сёдзе Ай,Боевые искусства,Гэг юмор,CGDCT,Правонарушители,Детектив,Исекай,Вампиры,Культура отаку,Исполнительское искусство,Изобразительное искусство,Демоны,Махо-сёдзё,Медицина,Взрослые сейю,Путешествие во времени,Супер сила,Космос,Удостоено наград,Машины,Пародия,Питомцы,Дзёсей,Любовный многоугольник,Этти,Самураи,Сёнен Ай,Полиция,Игра с высокими ставками,Безумие,Детское,Выживание,Гурман,Обратный гарем,Романтический подтекст,Кроссдрессинг,Идолы (парни),Идолы (девушки),Смена пола
146,Многоцветье,Colorful (Movie),"['Драма', 'Повседневность', 'Сверхъестественное', 'Удостоено наград']",7.8,2010,Finised,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,"Сыграйте круто, ребята",Cool Doji Danshi,"['Повседневность', 'Ияшикей']",7.9,2022,Finised,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,Со склонов Кокурико,Coquelicot Saka kara,"['Исторический', 'Романтика', 'Школа', 'Сёдзе', 'Удостоено наград']",7.8,2011,Finised,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Ковбой Бибоп: Достучаться до небес,Cowboy Bebop: Tengoku no Tobira / CB Movie,"['Экшен', 'Фантастика', 'Космос', 'Взрослые сейю']",8.4,2001,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,Син-тян,Crayon Shin-chan,"['Комедия', 'Этти', 'Школа', 'Сейнен']",7.8,2023,In process,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,"Син-тян: Свирепость, призывающая бурю! Империя взрослых наносит ответный удар",Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"['Сейнен', 'Комедия', 'Фантастика']",7.9,2001,Finised,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,Киберпанк: Бегущие по краю,Cyberpunk: Edgerunners,"['Фантастика', 'Экшен', 'Кровь', 'Психологическое']",8.6,2022,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,Ди Грэй-мен: Святые,D.Gray-man Hallow,"['Приключения', 'Экшен', 'Супер сила', 'Демоны', 'Сёнен', 'Фэнтези']",7.7,2016,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,Скитальцы,DRIFTERS Battle in a Brand-new World War,"['Взрослые сейю', 'Приключения', 'Экшен', 'Комедия', 'Фэнтези', 'Исторический', 'Самураи', 'Сейнен', 'Исекай']",7.9,2016,Finised,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
155,Дайкон,Daicon Opening Animations / Daikon,"['Экшен', 'Приключения', 'Меха', 'Музыка', 'Фантастика', 'Культура отаку']",7.7,1981,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,Угроза для парня №1. Фильм,Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,"['Взрослые сейю', 'Шоу-бизнес', 'Комедия', 'Драма', 'Сёнен Ай']",7.7,2021,Finised,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
157,"Танцуй, танцуй, танцор",Dance Dance Danseur,"['Драма', 'Сейнен', 'Исполнительское искусство']",7.9,2022,Finised,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,Повседневная жизнь старшеклассников,Danshi Koukousei no Nichijou,"['Комедия', 'Школа', 'Гэг юмор']",8.2,2012,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,Повседневная жизнь старшеклассников: Спецвыпуски,Danshi Koukousei no Nichijou Specials,"['Гэг юмор', 'Комедия', 'Школа']",7.8,2012,Finised,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,Темнее чёрного,Darker than Black: Kuro no Keiyakusha / DtB,"['Экшен', 'Детектив', 'Фантастика', 'Супер сила']",8.1,2007,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,Темнее чёрного: Чёрный контрактор — Гайдэн,Darker than Black: Kuro no Keiyakusha Gaiden,"['Экшен', 'Детектив', 'Фантастика', 'Супер сила']",7.9,2010,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,Рандеву с жизнью 2: Куруми на фестивале звёзд,Date A Live II: Kurumi Star Festival,['Романтика'],7.9,2014,Finised,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,Рандеву с жизнью 4 сезон,Date A Live IV,"['Гарем', 'Романтика', 'Фантастика', 'Экшен', 'Меха', 'Школа']",7.8,2022,Finised,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,Тетрадь смерти,Death Note,"['Сверхъестественное', 'Психологическое', 'Триллер', 'Сёнен', 'Полиция']",8.6,2006,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
165,Тетрадь смерти: Перезапись,Death Note: Rewrite,"['Сверхъестественное', 'Психологическое', 'Триллер', 'Сёнен']",7.7,2007,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,Смертельный парад,Death Parade,"['Психологическое', 'Драма', 'Триллер', 'Сверхъестественное', 'Взрослые сейю', 'Игра с высокими ставками']",8.2,2015,Finised,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
167,Кибер-виток,Dennou Coil,"['Приключения', 'Детектив', 'Драма', 'Фантастика', 'Удостоено наград']",8.0,2007,Finised,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,Легенда о Великом Идеоне: Вызов,Densetsu Kyojin Ideon: Hatsudou-hen,"['Драма', 'Меха', 'Фантастика', 'Космос']",7.9,1982,Finised,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Детектив Конан,Detective Conan,"['Приключения', 'Комедия', 'Детектив', 'Полиция', 'Сёнен']",8.2,2023,In process,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
170,Детектив Конан: Заминированный небоскрёб,Detective Conan Movie 01: The Timed Skyscraper,"['Приключения', 'Детектив', 'Комедия', 'Полиция', 'Сёнен']",7.9,1997,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
171,Детектив Конан: Четырнадцатая жертва,Detective Conan Movie 02: The Fourteenth Target,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.9,1998,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
172,Детектив Конан: Последний волшебник века,Detective Conan Movie 03: The Last Wizard of the Century,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",8.0,1999,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
173,Детектив Конан: Потерянное в памяти,Detective Conan Movie 04: Captured in Her Eyes,"['Приключения', 'Детектив', 'Комедия', 'Полиция', 'Сёнен']",8.0,2000,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
174,Детектив Конан: Отсчёт до небес,Detective Conan Movie 05: Countdown to Heaven,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",8.1,2001,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
175,Детектив Конан: Призрак с Бейкер-Стрит,Detective Conan Movie 06: The Phantom of Baker Street / CM6,"['Приключения', 'Детектив', 'Сёнен', 'Полиция']",8.3,2002,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,Детектив Конан: На перекрёстках древней столицы,Detective Conan Movie 07: Crossroad in the Ancient Capital / Detective Conan: Movie 7,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2003,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
177,Детектив Конан: Волшебник серебряного неба,Detective Conan Movie 08: Magician of the Silver Sky / Detective Conan: Movie 8,"['Приключения', 'Детектив', 'Комедия', 'Полиция', 'Сёнен']",8.1,2004,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
178,Детектив Конан: Волшебник серебряного неба — Промо,Detective Conan Movie 08: Time Travel of the Silver Sky,"['Приключения', 'Детектив']",7.8,2004,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,Детектив Конан: Стратегия над бездной,Detective Conan Movie 09: Strategy Above the Depths / Detective Conan: Movie 9,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2005,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
180,Детектив Конан: Реквием детективов,Detective Conan Movie 10: Requiem of the Detectives / Case Closed: Movie 10,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",8.0,2006,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
181,"Детектив Конан: Партитура, вызывающая трепет",Detective Conan Movie 12: Full Score of Fear,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2008,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
182,Детектив Конан: Потерянный корабль в небе,Detective Conan Movie 14: The Lost Ship in the Sky,"['Экшен', 'Детектив', 'Сёнен', 'Полиция']",8.1,2010,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
183,Детектив Конан: Квартал молчания,Detective Conan Movie 15: Quarter of Silence,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",8.0,2011,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
184,Детектив Конан: Одиннадцатый нападающий,Detective Conan Movie 16: The Eleventh Striker,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция', 'Спорт', 'Командный спорт']",7.7,2012,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
185,Детектив Конан: Снайпер из другого измерения,Detective Conan Movie 18: The Sniper from Another Dimension,"['Экшен', 'Детектив', 'Сёнен', 'Полиция']",8.1,2014,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
186,Детектив Конан: Подсолнухи из адского пламени,Detective Conan Movie 19: The Hellfire Sunflowers,"['Экшен', 'Детектив', 'Сёнен', 'Полиция']",7.7,2015,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
187,Детектив Конан: Худший из кошмаров,Detective Conan Movie 20: The Darkest Nightmare,"['Экшен', 'Детектив', 'Полиция', 'Сёнен']",8.2,2016,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
188,Детектив Конан: Палач Зеро,Detective Conan Movie 22: Zero the Enforcer,"['Экшен', 'Детектив', 'Полиция', 'Драма', 'Удостоено наград']",7.9,2018,Finised,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
189,Детектив Конан: Кулак голубого сапфира,Detective Conan Movie 23: The Fist of Blue Sapphire,"['Экшен', 'Детектив', 'Комедия', 'Полиция', 'Драма', 'Сёнен']",7.9,2019,Finised,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
190,Детектив Конан: Алая пуля,Detective Conan Movie 24: The Scarlet Bullet,"['Экшен', 'Детектив', 'Комедия', 'Полиция', 'Драма', 'Сёнен']",7.8,2021,Finised,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
191,Детектив Конан: Хэллоуинская невеста,Detective Conan Movie 25: Halloween no Hanayome,"['Детектив', 'Полиция', 'Сёнен']",8.1,2022,Finised,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
192,Детектив Конан OVA 09: Незнакомец через 10 лет...,Detective Conan OVA 09: The Stranger in 10 Years...,"['Приключения', 'Комедия', 'Детектив', 'Полиция', 'Сёнен']",7.9,2009,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
193,Детектив Конан  OVA 10: Кид на острове-ловушке,Detective Conan OVA 10: Kid in Trap Island,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция']",7.8,2010,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
194,Детектив Конан: Первый эпизод —  Уменьшившийся великий детектив,Detective Conan: Episode One - The Great Detective Turned Small,"['Приключения', 'Комедия', 'Полиция', 'Сёнен', 'Детектив']",8.2,2016,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
195,"Детройт, город металла",Detroit Metal City,"['Комедия', 'Музыка', 'Сейнен', 'Гэг юмор']",8.1,2008,Finised,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,Человек-дьявол: Плакса,Devilman: Crybaby,"['Экшен', 'Ужасы', 'Демоны', 'Сверхъестественное', 'Безумие', 'Кровь', 'Сёнен']",7.8,2018,Finised,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
197,Путь аса,Diamond no Ace,"['Школа', 'Сёнен', 'Спорт', 'Командный спорт']",8.1,2013,Finised,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,Путь аса: Акт II,Diamond no Ace: Act II,"['Спорт', 'Школа', 'Сёнен', 'Командный спорт']",8.3,2019,Finised,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,Путь аса 2 сезон,Diamond no Ace: Second Season,"['Школа', 'Сёнен', 'Спорт', 'Командный спорт']",8.3,2015,Finised,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,Приключения Дигимонов,Digimon Adventure,"['Экшен', 'Приключения', 'Комедия', 'Фэнтези', 'Детское', 'Исекай']",7.8,1999,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
201,Приключения Дигимонов: Дети играют в войну,Digimon Adventure: Bokura no War Game!,"['Фантастика', 'Приключения', 'Комедия', 'Детское']",7.8,2000,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
202,Приключения Дигимонов: Последняя эволюция,Digimon Adventure: Last Evolution Kizuna,"['Экшен', 'Приключения', 'Комедия', 'Драма']",8.2,2020,Finised,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,Дораэмон (1979),Doraemon (1979),"['Детское', 'Приключения', 'Фэнтези', 'Комедия', 'Фантастика', 'Сёнен', 'Антропоморфизм']",7.8,1979,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
204,Дораэмон: Нобита и взвод железных солдат (2011),Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"['Приключения', 'Комедия', 'Фэнтези', 'Детское', 'Сёнен', 'Меха']",8.2,2011,Finised,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
