,russian_title,itm_title,ganers,rating,year
1137,Психопаспорт: Грешники системы — По ту сторону царства,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"['Экшен', 'Полиция', 'Психологическое', 'Фантастика', 'Взрослые сейю']",7.7,2019
1138,Вольный стиль! Последний гребок,Free! Movie 4: The Final Stroke - Zenpen,"['Спорт', 'Школа']",7.7,2021
1139,"Может, я встречу тебя в подземелье? 4 сезон",Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,"['Экшен', 'Приключения', 'Фэнтези']",7.7,2022
1140,Живая любовь! Суперзвезда!! 2 сезон,Love Live! Superstar!! 2nd Season,"['Повседневность', 'Музыка', 'Школа', 'Идолы (девушки)']",7.7,2022
1141,Чудачества любви не помеха!,Chuunibyou demo Koi ga Shitai! / chuunibyou,"['Комедия', 'Романтика', 'Школа']",7.7,2012
1142,Шутки чокнутой столицы,Kyousou Giga (TV),"['Экшен', 'Фэнтези']",7.7,2013
1143,Кто стоит за спиной?,Ushiro no Shoumen Daare,"['Исторический', 'Драма']",7.7,1991
1144,Чистая романтика 2 сезон,Junjou Romantica 2,"['Комедия', 'Драма', 'Романтика', 'Сёнен Ай']",7.7,2008
1145,Красавица-воин Сейлор Мун Эр: Опасные цветы,Bishoujo Senshi Sailor Moon R: The Movie / SM R Movie,"['Драма', 'Романтика', 'Сёдзе', 'Махо-сёдзё']",7.7,1993
1146,Под мостом над Аракавой 2 сезон,Arakawa Under the Bridge 2 / AUtB2,"['Комедия', 'Романтика', 'Сейнен']",7.7,2010
1147,Макросс Плюс,Macross Plus,"['Драма', 'Меха', 'Романтика', 'Фантастика', 'Космос', 'Военное', 'Взрослые сейю']",7.7,1994
1148,Могучая Бёрди 2 сезон,Tetsuwan Birdy Decode:02 / birdy2,"['Экшен', 'Комедия', 'Фантастика', 'Сейнен']",7.7,2009
1149,Школьный переполох OVA,School Rumble: Ichi Gakki Hoshuu / sukuran ova,"['Комедия', 'Романтика', 'Школа', 'Сёнен']",7.7,2005
1150,Сломанный меч 2: Распутье,Break Blade 2: Ketsubetsu no Michi,"['Экшен', 'Фэнтези', 'Меха', 'Сёнен', 'Военное', 'Взрослые сейю']",7.7,2010
1151,Яйцо ангела,Tenshi no Tamago,"['Безумие', 'Драма', 'Фэнтези']",7.7,1985
1152,Девушки и танки OVA,Girls & Panzer: Kore ga Hontou no Anzio-sen desu! / GuP Anzio OVA,"['Спорт', 'Школа', 'Военное']",7.7,2014
1153,Дайкон,Daicon Opening Animations / Daikon,"['Экшен', 'Приключения', 'Меха', 'Музыка', 'Фантастика', 'Культура отаку']",7.7,1981
1154,Воспоминания о будущем,Memories,"['Драма', 'Ужасы', 'Фантастика', 'Психологическое', 'Военное', 'Космос', 'Удостоено наград']",7.7,1995
1155,Психопаспорт. Фильм,Psycho-Pass Movie,"['Экшен', 'Военное', 'Фантастика', 'Полиция', 'Взрослые сейю']",7.7,2015
1156,Тигр и кролик 2: Восхождение,Tiger & Bunny Movie 2: The Rising,"['Экшен', 'Комедия', 'Детектив', 'Супер сила', 'Взрослые сейю']",7.7,2014
1157,Невероятное приключение ДжоДжо: Призрачная кровь,JoJo no Kimyou na Bouken: Phantom Blood / jojo movie,"['Экшен', 'Приключения', 'Ужасы', 'Сёнен', 'Вампиры']",7.7,2007
1158,Космический линкор Ямато 2199: Звёздный ковчег,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,"['Экшен', 'Драма', 'Фантастика', 'Космос', 'Военное', 'Удостоено наград', 'Взрослые сейю']",7.7,2014
1159,По ту сторону границы: Я буду рядом — Прошлое,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,"['Фэнтези', 'Экшен', 'Школа']",7.7,2015
1160,Баскетбол Куроко 2: Спецвыпуски,Kuroko no Basket 2nd Season NG-shuu,"['Комедия', 'Спорт', 'Командный спорт']",7.7,2014
1161,Волейбол!! Прибытие Льва Хайбы,Haikyuu!! Lev Genzan!,"['Сёнен', 'Спорт', 'Командный спорт']",7.7,2015
1162,Ежемесячное сёдзё Нодзаки: Дополнительные эпизоды,Gekkan Shoujo Nozaki-kun Specials,"['Комедия', 'Романтика', 'Школа']",7.7,2014
1163,Красноволосая принцесса Белоснежка OVA,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page","['Драма', 'Фэнтези', 'Романтика', 'Сёдзе']",7.7,2016
1164,Семёрка идолов,Idolish Seven,"['Музыка', 'Драма', 'Идолы (парни)']",7.7,2018
1165,"Ван-Пис: Эпизод Сабо — Узы трёх братьев, чудесное воссоединение и унаследованная воля",One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"['Экшен', 'Приключения', 'Фэнтези', 'Сёнен']",7.7,2015
1166,Новая игра! 2 сезон,New Game! TV-2,"['Комедия', 'CGDCT', 'Культура отаку', 'Работа']",7.7,2017
1167,Сияние утра и Касэ,Asagao to Kase-san.,"['Романтика', 'Школа', 'Сёдзе Ай', 'Сёдзе']",7.7,2018
1168,Бездельные дни старшеклассницы,Joshikousei no Mudazukai,"['Комедия', 'Школа', 'Гэг юмор', 'CGDCT']",7.7,2019
1169,Пламенная бригада пожарных,Enen no Shouboutai,"['Экшен', 'Сёнен', 'Сверхъестественное']",7.7,2019
1170,Ура мечте! Лайв,BanG Dream! Film Live,['Музыка'],7.7,2019
1171,Ура мечте! Фильм: Эпизод о Розелии — I,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,['Музыка'],7.7,2021
1172,Лунное путешествие приведёт к новому миру,Tsuki ga Michibiku Isekai Douchuu,"['Приключения', 'Фэнтези', 'Комедия', 'Экшен', 'Исекай']",7.7,2021
1173,Принцесса-шпионка: Укротитель короны 2,Princess Principal: Crown Handler Movie 2,"['Экшен', 'Детектив', 'Исторический']",7.7,2021
1174,Игра друзей,Tomodachi Game,"['Триллер', 'Игры', 'Психологическое', 'Сёнен', 'Игра с высокими ставками']",7.7,2022
1175,Мой братик теперь не братик!,Oniichan wa Oshimai!,"['Комедия', 'Смена пола', 'CGDCT', 'Школа', 'Сёнен']",7.7,2023
1176,Блудный сын,Hourou Musuko,"['Драма', 'Школа', 'Романтика', 'Сейнен', 'Кроссдрессинг']",7.7,2011
1177,Милый дом Чи 2 сезон,Chi's Sweet Home: Atarashii Ouchi / Chi2,"['Сейнен', 'Комедия', 'Повседневность', 'Питомцы']",7.7,2009
1178,Бронированные воины Вотомы,Soukou Kihei Votoms,"['Экшен', 'Драма', 'Меха', 'Фантастика', 'Военное', 'Космос']",7.7,1983
1179,Берсерк: Золотой век I — Бехерит властителя,Berserk: Ougon Jidai-hen I - Haou no Tamago,"['Экшен', 'Приключения', 'Фэнтези', 'Военное', 'Сейнен', 'Кровь', 'Драма', 'Ужасы']",7.7,2012
1180,Цветущая юность,Hanasakeru Seishounen / HanaSei,"['Драма', 'Романтика', 'Сёдзе', 'Обратный гарем']",7.7,2009
1181,Внук Нурарихёна OVA,Nurarihyon no Mago OVA,"['Экшен', 'Демоны', 'Сёнен', 'Сверхъестественное']",7.7,2012
1182,Детектив Конан: Одиннадцатый нападающий,Detective Conan Movie 16: The Eleventh Striker,"['Приключения', 'Комедия', 'Детектив', 'Сёнен', 'Полиция', 'Спорт', 'Командный спорт']",7.7,2012
1183,Макросс Плюс,Macross Plus Movie Edition / MP movie,"['Экшен', 'Приключения', 'Меха', 'Романтика', 'Фантастика', 'Космос', 'Военное']",7.7,1995
1184,Чистая романтика OVA,Junjou Romantica OVA,"['Комедия', 'Драма', 'Романтика', 'Сёнен Ай']",7.7,2012
1185,Мастер Китон OVA,Master Keaton OVA,"['Приключения', 'Детектив', 'Исторический', 'Драма', 'Сейнен', 'Взрослые сейю']",7.7,1999
1186,Тетрадь смерти: Перезапись,Death Note: Rewrite,"['Сверхъестественное', 'Психологическое', 'Триллер', 'Сёнен']",7.7,2007
1187,Ванпанчмен: Путь к становлению героем,One Punch Man: Road to Hero / OPM OAD,"['Экшен', 'Комедия', 'Пародия', 'Супер сила', 'Сейнен']",7.7,2015
1188,Ванпанчмен: Спецвыпуски,One Punch Man Specials,"['Экшен', 'Комедия', 'Супер сила', 'Пародия', 'Сейнен', 'Взрослые сейю']",7.7,2015
1189,Ди Грэй-мен: Святые,D.Gray-man Hallow,"['Приключения', 'Экшен', 'Супер сила', 'Демоны', 'Сёнен', 'Фэнтези']",7.7,2016
1190,Герой Юна Юки: История Суми Вашио,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"['Драма', 'Фэнтези', 'Махо-сёдзё']",7.7,2017
1191,Озорная Такаги,Karakai Jouzu no Takagi-san,"['Комедия', 'Школа', 'Сёнен', 'Ияшикей', 'Романтический подтекст']",7.7,2018
1192,Живая любовь! Клуб идолов старшей школы Нидзигасаки 2 сезон,Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,"['Музыка', 'Повседневность', 'Школа', 'Идолы (девушки)']",7.7,2022
1193,Непутёвый ученик в школе магии: Воспоминания,Mahouka Koukou no Rettousei: Tsuioku-hen,"['Фантастика', 'Экшен', 'Фэнтези']",7.7,2021
1194,Идолмастер: Девушки-золушки — U149,The IDOLM@STER Cinderella Girls: U149,"['Идолы (девушки)', 'Музыка']",7.7,2023
1195,Хорошенькое лекарство: Простирающиеся небеса!,Hirogaru Sky! Precure,"['Экшен', 'Фэнтези', 'Махо-сёдзё']",7.7,Онгоинг
1196,Инадзума 11,Inazuma Eleven,"['Спорт', 'Супер сила', 'Командный спорт']",7.7,2008
1197,Классические истории,Aoi Bungaku Series,"['Драма', 'Исторический', 'Психологическое', 'Триллер']",7.7,2009
1198,Длинноногий папочка,Watashi no Ashinaga Ojisan,"['Комедия', 'Романтика', 'Школа', 'Повседневность', 'Исторический']",7.7,1990
1199,Красавица-воин Сейлор Мун Эс: Возлюбленный принцессы Кагуи,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,"['Приключения', 'Комедия', 'Драма', 'Фэнтези', 'Романтика', 'Сёдзе', 'Махо-сёдзё']",7.7,1994
